省份,城市,区域,商圈,资源名称,详细地址,楼盘类型,楼栋数量,单元门数量,楼盘价格,住户数量,入住年份,广告限制,大门口媒体面数,单元内媒体数,其他媒体面数,总媒体面数
广东省,深圳市,龙岗区,宝龙,蓝钻风景,龙岗区锦龙二路9号,社区,8,12.0,39000,1141,2009,,0,24,0,24
广东省,深圳市,龙岗区,平湖,融湖世纪花园,龙岗区平湖街道辅城坳社区歧阳路8号,社区,7,18.0,58500,2534,2012,沐足SPA,0,110,0,110
广东省,深圳市,宝安区,沙井,沙头麒麟花园,宝安区沙井街道沙头社区沙井路138号,社区,5,5.0,37700,560,2005,,0,20,0,20
广东省,深圳市,龙岗区,龙岗中心城,尚景华园北区,龙岗区城园路2号,社区,2,6.0,52000,300,2000,,0,12,0,12
广东省,深圳市,龙岗区,龙岗中心城,尚景华园16AB栋,龙岗区城园路36号,社区,2,8.0,52000,814,2001,,0,16,0,16
广东省,深圳市,光明区,公明,百世珑庭,光明区公明街道上南路46号,社区,8,8.0,24180,644,2012,,1,32,0,33
广东省,深圳市,龙华区,龙华中心区,保利悦都3栋,龙华区龙祥路,社区,1,1.0,71500,677,2015,,0,2,0,2
广东省,深圳市,宝安区,石岩,上屋置业广场,宝安区宝石西路1号,社区,2,2.0,23400,200,2004,,0,4,0,4
广东省,深圳市,龙岗区,布吉,龙岭山庄高层区,龙岗区龙岭西路5号,社区,2,3.0,78000,912,1995,,0,6,0,6
广东省,深圳市,龙华区,龙华中心区,保利悦都花园,龙华区清龙路保利悦都,社区,3,5.0,71500,677,2015,,2,32,0,34
广东省,深圳市,坪山区,坪山,祥祺滨河名苑,广东省坪山区区坪山东纵路深业东城上邸西北50米,社区,3,3.0,45500,715,2013,沐足SPA,0,5,0,5
广东省,深圳市,龙华区,龙华,御龙华庭,龙华区民塘路与简上路交叉口,社区,12,12.0,30000,500,2010,,2,47,0,49
广东省,深圳市,罗湖区,黄贝岭,汇鑫花园,罗湖区黄贝街道文华社区北斗路2号,社区,3,3.0,74100,770,2000,,0,4,2,6
广东省,深圳市,龙岗区,龙岗中心城,国香尚居,龙岗区友谊路2号,社区,3,13.0,49920,755,2012,,0,13,0,13
广东省,深圳市,光明区,光明,富裕居花园,光明区观光路,社区,4,4.0,49400,160,2012,,0,8,0,8
广东省,深圳市,南山区,后海,后海理想雅园,深圳市南山区海月路与招商东路交叉处,社区,3,3.0,169000,348,2013,,0,10,0,10
广东省,深圳市,宝安区,华强金街、国际会展中心,华强城市花园三期,宝安区有利路华强城市花园东北侧,社区,4,4.0,65000,464,2015,,0,16,0,16
广东省,深圳市,福田区,新洲,绿洲花园,福田区新洲七街175号,社区,7,16.0,88582,809,2013,,0,32,0,32
广东省,深圳市,龙华区,民治,星寓,龙华区民治大道609号,社区,1,1.0,39000,162,2017,,0,2,0,2
广东省,深圳市,福田区,八卦岭,岭尚时代园,福田区园岭街道华林社区八卦四路66号,社区,3,3.0,117000,963,2006,,0,6,0,6
广东省,深圳市,龙华区,龙华,东华明珠园,龙华区龙华街道景龙社区建设路97号,社区,11,11.0,73190,904,2007,,0,19,0,19
广东省,深圳市,罗湖区,莲塘,合正锦园北区,罗湖区国威路31号附近,社区,8,8.0,81900,480,2005,,0,16,0,16
广东省,深圳市,罗湖区,莲塘,合正锦园南区,罗湖区国威路33号合正锦园,社区,8,8.0,81900,350,2005,,0,16,0,16
广东省,深圳市,龙岗区,布吉,鸿景豪苑,龙岗区布吉镇政清路36号,社区,2,2.0,66560,220,2004,,0,2,0,2
广东省,深圳市,宝安区,福永,凤凰御林山景,宝安区凤凰山大道98号,社区,5,5.0,32500,176,2013,,0,18,0,18
广东省,深圳市,龙岗区,布吉,布吉满庭芳,龙岗区百鸽路264号,社区,3,3.0,71500,326,2002,,0,6,0,6
广东省,深圳市,南山区,后海,弘都世纪公寓,深圳市南山区工业7路3号,社区,1,1.0,113100,238,2005,,1,3,0,4
广东省,深圳市,宝安区,西乡,豪业华庭,宝安区兴业路2012号,社区,17,17.0,123500,464,2005,,0,34,0,34
广东省,深圳市,南山区,赤湾,山海逸居,深圳市南山区赤湾六路18号,社区,5,5.0,78000,526,2017,,0,22,0,22
广东省,深圳市,南山区,前海,东方银座公馆,深圳市南山区学府路220号,社区,3,3.0,104000,601,2010,,0,12,0,12
广东省,深圳市,南山区,南山中心区,荔雅居,深圳市南山区登良路65号,社区,5,7.0,101400,433,2010,,0,14,0,14
广东省,深圳市,龙华区,龙华,星窝公寓,龙华区上油松综合楼c栋星窝公寓,社区,1,1.0,54600,150,2016,,0,2,0,2
广东省,深圳市,南山区,南油,汇宾广场,深圳市南山区东滨路4327号,社区,8,8.0,118300,876,1998,,1,28,0,29
广东省,深圳市,罗湖区,莲塘,合正锦园中区,罗湖区国威路31号、33-1号,社区,9,9.0,81900,790,2004,,0,12,0,12
广东省,深圳市,罗湖区,东门,嘉年华名苑,罗湖区晒布路18号,社区,1,1.0,71500,372,2003,,0,3,0,3
广东省,深圳市,龙岗区,布吉,信义假日名城逸翠园,龙岗区布吉街道罗岗社区荣华路145号,社区,5,11.0,62790,616,2005,,0,27,0,27
广东省,深圳市,南山区,西丽,润城花园,深圳市南山区龙井路348号,社区,8,17.0,97500,717,2003,,0,41,0,41
广东省,深圳市,福田区,皇岗,景源华庭,福田区福强路1068号,社区,3,3.0,78000,659,2004,,0,14,0,14
广东省,深圳市,宝安区,华强金街、国际会展中心,华强城市花园一期,宝安区宝安大道与凤塘大道交汇处,社区,15,15.0,65000,1799,2012,,0,39,0,39
广东省,深圳市,福田区,皇岗,皇庭彩园,福田区皇岗公园二街2号,社区,3,3.0,95160,776,2001,,0,4,0,4
广东省,深圳市,龙岗区,布吉,大世纪水山缘1-2期,龙岗区布沙路龙山商业街1号,社区,9,23.0,58500,1854,2003,,0,45,0,45
广东省,深圳市,宝安区,石岩,祝龙田人才公寓,宝安区石岩街道石龙社区石环路3号,社区,2,2.0,45500,1736,2015,,0,4,0,4
广东省,深圳市,南山区,南头,缤纷年华家园,深圳市南山区艺园路38号,社区,1,4.0,169000,500,2005,,0,19,0,19
广东省,深圳市,南山区,科技园,英伦名苑三期,深圳市南山区沙河西路2023-1号,社区,1,2.0,137280,252,2005,,0,4,0,4
广东省,深圳市,罗湖区,人民南,国晖大厦,罗湖区春风路3013号,社区,1,1.0,91000,898,1997,,0,2,0,2
广东省,深圳市,龙华区,民治,伽乐园,龙华区民治大道609号,社区,1,1.0,39000,299,2012,,0,2,0,2
广东省,深圳市,福田区,皇岗,供电大厦,福田区福田街道福山社区滨河大道5002号,社区,1,1.0,87573,198,1998,,0,2,0,2
广东省,深圳市,福田区,新洲,祥云天都世纪,福田区新洲六街,社区,3,3.0,97500,1280,2006,口腔,0,24,0,24
广东省,深圳市,南山区,南山中心区,厚德品园,深圳市南山区学府路6号,社区,3,3.0,160550,401,2006,,0,18,0,18
广东省,深圳市,罗湖区,水贝,特力大厦,罗湖区翠竹街道翠锦社区水贝二路56号,社区,1,1.0,48230,667,1995,,0,4,0,4
广东省,深圳市,龙华区,民治,星窝公寓（水尾店）,龙华区民治街道水尾1区星窝公寓,社区,1,1.0,54600,150,2016,,0,1,0,1
广东省,深圳市,龙岗区,龙岗中心城,金阳成大厦,龙岗区同富路88号,社区,1,1.0,72800,169,2012,,0,2,0,2
广东省,深圳市,龙华区,龙华,星窝公寓（共和二店）,深圳龙华区共和花园118栋,社区,1,1.0,54600,160,2016,,0,2,0,2
广东省,深圳市,龙岗区,坂田,星窝公寓（光雅园店）,龙岗区坂田街道光雅园二区71号星窝创享青年社区,社区,1,1.0,54600,150,2000,,0,2,0,2
广东省,深圳市,福田区,下梅林,碧荔花园,福田区下梅林梅林路137号,社区,1,1.0,74230,722,1998,,0,2,0,2
广东省,深圳市,罗湖区,黄贝岭,星窝公寓（新秀店）,罗湖区新秀工业区0栋,社区,1,1.0,54600,150,2016,,4,0,0,4
广东省,深圳市,龙岗区,龙岗中心城,和兴花园三期,龙岗区清林路258号,社区,5,21.0,53300,550,2002,,2,42,0,44
广东省,深圳市,龙华区,民治,星窝公寓（樟坑店）,龙华区民治大道樟坑老村18栋,社区,1,1.0,54600,60,2016,,0,2,0,2
广东省,深圳市,南山区,后海,西海湾公寓,深圳市南山区南商路84号,社区,1,1.0,130650,108,2001,,2,0,0,2
广东省,深圳市,龙华区,龙华,星窝公寓（共和店）,龙华区共和花园108-109栋,社区,1,1.0,54600,160,2016,,0,2,0,2
广东省,深圳市,龙岗区,龙岗中心城,河岸轩,龙岗区盛龙路281号,社区,1,1.0,49400,108,2014,,0,2,0,2
广东省,深圳市,龙岗区,横岗,正大时代华庭,龙岗区横岗埔园路109号,社区,17,22.0,40366,2508,2015,,4,48,0,52
广东省,深圳市,龙岗区,坂田,家和花园南区,龙岗区五和南路72号,社区,6,18.0,66170,698,2002,,1,36,0,37
广东省,深圳市,龙岗区,坂田,家和花园北区,龙岗区五和大道(南)74号,社区,6,18.0,66170,698,2002,,1,12,0,13
广东省,深圳市,龙岗区,坂田,星窝公寓（五和1店）,龙岗区坂田街道大发埔东村6巷7栋,社区,2,2.0,54600,160,2016,,0,4,0,4
广东省,深圳市,龙岗区,布吉,怡和园,龙岗区吉政路58号,社区,1,2.0,39000,150,2009,,0,4,0,4
广东省,深圳市,龙岗区,龙岗中心城,朝阳里雅苑B区,龙岗区清淋路36号,社区,1,3.0,72930,723,2010,,0,16,0,16
广东省,深圳市,龙岗区,坂田,天鸿公寓（光雅园四巷店）,龙岗区坂田街道光雅园四巷1号店,社区,1,1.0,52000,86,2000,,0,2,0,2
广东省,深圳市,宝安区,西乡,流塘阳光公寓,宝安区流塘路30号嘉华花园(东区)附近,社区,1,1.0,97500,2600,2014,,0,1,0,1
广东省,深圳市,龙华区,龙华,清泉小区,龙华区富泉新村北区49号,社区,2,2.0,39000,232,2010,,0,4,0,4
广东省,深圳市,南山区,南油,心语雅园,深圳市南山区前海路1068号,社区,2,2.0,119080,451,2003,,0,4,0,4
广东省,深圳市,龙华区,民治,润达圆庭,龙华区民治街道大岭社区腾龙路152号,社区,3,3.0,84500,1000,2014,,0,12,0,12
广东省,深圳市,宝安区,福永,世源中心,宝安区广深公路辅路东50米,社区,1,1.0,65000,320,2015,,0,6,0,6
广东省,深圳市,南山区,华侨城,侨香诺园,深圳市南山区侨北二街9号,社区,3,3.0,130000,207,2007,,0,6,0,6
广东省,深圳市,宝安区,福永,同和凤凰花苑,宝安区广深公路与兴益路交汇处,社区,1,3.0,65000,1196,2010,,0,18,0,18
广东省,深圳市,龙岗区,龙岗中心城,朝阳里雅苑A区,龙岗区清淋路36号,社区,9,6.0,72930,723,2010,,0,24,0,24
广东省,深圳市,龙华区,民治,18PLUS公寓,龙华区民治街道腾龙路152号鹏润达环球服贸广场F1,社区,2,2.0,84500,164,2015,,0,8,0,8
广东省,深圳市,龙岗区,龙岗中心城,家和盛世二期,龙岗区龙福西路111号,社区,3,3.0,78650,280,2011,,0,12,0,12
广东省,深圳市,福田区,福田中心区,橄榄鹏苑,福田中心区彩田路3030号,社区,2,3.0,78000,1072,2004,,0,18,0,18
广东省,深圳市,宝安区,西乡,流塘阳光商务大厦,宝安区流塘工业路3号2-2号,社区,1,1.0,97500,2600,2014,,0,2,0,2
广东省,深圳市,龙岗区,坂田,天鸿公寓（光雅园三巷店）,龙岗区坂田街道光雅园三巷1号店,社区,1,1.0,52000,84,2000,,0,2,0,2
广东省,深圳市,龙岗区,丹竹头,阳基新天地家园,龙岗区沙平北路451号,社区,3,3.0,52000,432,2013,,0,22,0,22
广东省,深圳市,宝安区,宝安中心区,中商花园,宝安区甲岸路10号,社区,4,12.0,84500,510,1999,,0,23,0,23
广东省,深圳市,罗湖区,翠竹,万事达名苑,罗湖区翠竹街道翠岭社区太宁路185号,社区,4,4.0,66300,468,1998,,0,18,0,18
广东省,深圳市,龙岗区,龙岗中心城,悦澜山花园,龙岗区回龙路2号,社区,9,9.0,65000,1206,2013,,0,26,0,26
广东省,深圳市,龙华区,民治,春华四季园一期,龙华区民治街道民新社区民康路与华南路交叉口,社区,3,41.0,75790,1023,2005,沐足SPA,0,77,0,77
广东省,深圳市,南山区,西丽,龙联花园朗苑,深圳市南山区西丽镇珠光路8号,社区,2,2.0,88400,650,1995,,0,8,0,8
广东省,深圳市,南山区,蛇口,米兰公寓,深圳市南山区花果路36号,社区,3,3.0,100100,382,2006,,0,5,0,5
广东省,深圳市,龙华区,民治,星窝公寓（塘水围二区2店）,龙华区民治街道塘水围二区24栋,社区,1,1.0,52000,538,2014,,0,2,0,2
广东省,深圳市,龙华区,清湖,清湖宝湖居,龙华区梅龙路与华清大道交汇处清湖村,社区,3,3.0,58500,442,2005,,0,8,0,8
广东省,深圳市,龙岗区,龙岗中心城,宏兴苑,龙岗区宏福路37号,社区,2,2.0,49400,637,1998,,0,8,0,8
广东省,深圳市,南山区,科技园,珑御府,深圳市南山区科技南路9号,社区,2,4.0,171600,380,2014,沐足SPA,0,8,0,8
广东省,深圳市,龙华区,民治,星窝公寓（塘水围二区1店）,龙华区民治街道塘水围二区23栋,社区,1,1.0,52000,538,2014,,0,2,0,2
广东省,深圳市,龙华区,龙华,星窝公寓（梅龙3店）,龙华区龙华大道共和综合楼星窝创享公寓梅龙3店,社区,1,1.0,54600,170,2016,,0,2,0,2
广东省,深圳市,龙华区,龙华,星窝公寓（梅龙2店）,龙华区龙华大道共和综合楼星窝创享公寓梅龙3店,社区,1,1.0,54600,100,2016,,0,2,0,2
广东省,深圳市,宝安区,福永,星窝公寓（西乡店）,宝安区宝安大道c3栋,社区,1,1.0,54600,150,2016,,0,2,0,2
广东省,深圳市,宝安区,西乡,星窝公寓（固戍店）,宝安区间头新村二巷十二号,社区,1,1.0,54600,80,2016,,0,2,0,2
广东省,深圳市,龙华区,龙华,星窝公寓（梅龙1店）,龙华区梅龙大道共和综合楼4栋,社区,1,1.0,54600,180,2016,,0,2,0,2
广东省,深圳市,宝安区,新安,景晖丽苑,宝安区怡园路东三巷9号,社区,4,5.0,39000,430,2002,,0,10,0,10
广东省,深圳市,罗湖区,黄贝岭,新天地名居,罗湖区北斗路9号,社区,5,5.0,83070,1867,2004,,0,35,0,35
广东省,深圳市,福田区,竹子林,越众小区,福田区竹林子路8号,社区,22,60.0,104000,1124,1995,,0,54,0,54
广东省,深圳市,龙华区,西乡,星窝公寓（壹城中心1店）,民治东环一路龙辉小区12栋（龙华区龙环一路190号）,社区,1,1.0,54600,1637,2015,,0,2,0,2
广东省,深圳市,龙华区,龙华,星窝公寓（壹城中心2店）,龙华街道东环一路龙辉小区12栋（龙华区龙环一路190号）,社区,1,1.0,54600,1637,2015,,0,2,0,2
广东省,深圳市,坪山区,坪山,金域缇香一期,坪山区行政一路6号,社区,8,8.0,65000,2183,2013,沐足SPA,0,32,0,32
广东省,深圳市,龙岗区,横岗,原善窝统建楼,龙岗区南岭西路47号,社区,4,4.0,39000,144,2012,,2,16,0,18
广东省,深圳市,龙华区,民治,春华四季园二期,龙华区民治街道民新社区民康路与华南路交叉口,社区,2,48.0,75790,3063,2006,沐足SPA,0,89,0,89
广东省,深圳市,龙华区,民治,星窝公寓（深圳北站1店）,龙华区梅龙大道创业花园一区232栋,社区,1,1.0,54600,100,2016,,0,2,0,2
广东省,深圳市,龙华区,民治,星窝公寓（创业花园店）,龙华区民治街道创业花园店,社区,1,1.0,54600,150,2009,,0,2,0,2
广东省,深圳市,龙华区,龙华,星窝公寓（壹城中心3店）,龙华区龙华街道东环一路6号（龙华区龙环一路190号）,社区,1,1.0,54600,1637,2015,,0,2,0,2
广东省,深圳市,南山区,西丽,中兴人才公寓三期,深圳市南山区打石一路,社区,3,5.0,103740,777,1996,,0,46,0,46
广东省,深圳市,龙华区,民治,星窝公寓（深圳北站2店）,龙华区民治街道创业花园社区234号,社区,1,1.0,54600,150,2016,,0,2,0,2
广东省,深圳市,南山区,南山中心区,阳光里雅居,深圳市南山区南光路73号,社区,2,2.0,150800,891,2012,,0,12,0,12
广东省,深圳市,龙华区,民治,星窝公寓（旗舰店）,龙华区民治街道向南三区36栋,社区,2,2.0,54600,270,2016,,0,4,0,4
广东省,深圳市,龙岗区,平湖,同创新作,龙岗区富安大道28号,社区,4,4.0,54600,777,2013,,0,18,0,18
广东省,深圳市,龙岗区,横岗,沙塘布小区,龙岗区沙塘北路20号附近沙塘布小区,社区,2,4.0,39000,504,2012,,0,8,0,8
广东省,深圳市,南山区,西丽,郁金香家园,深圳市南山区西丽街道龙珠六路32号,社区,7,7.0,94120,272,2004,,0,14,0,14
广东省,深圳市,龙华区,民治,天鸿公寓（塘水围二区2店）,龙华区民治街道塘水围二区26栋,社区,1,1.0,52000,538,2014,,0,1,0,1
广东省,深圳市,福田区,石厦,绿洲丰和家园,福田区石厦北一街7号,社区,1,2.0,122980,432,2005,,0,8,0,8
广东省,深圳市,罗湖区,清水河,雅仕居,罗湖区泥岗东路1108号,社区,7,7.0,65000,1050,2000,,0,14,0,14
广东省,深圳市,龙华区,民治,天鸿公寓（塘水围二区1店）,龙华区民治街道塘水围二区47栋,社区,1,1.0,52000,538,2014,,0,2,0,2
广东省,深圳市,福田区,石厦,蓝色海云居,福田区福保街道石厦北一街7号,社区,1,1.0,111930,432,2005,,0,4,0,4
广东省,深圳市,龙华区,民治,天鸿公寓（樟坑二区1店）,龙华区民治大道樟坑二区92栋,社区,1,1.0,52000,64,2014,,0,2,0,2
广东省,深圳市,龙华区,民治,天鸿公寓（东泉二店）,龙华区东泉新村65栋,社区,1,1.0,52000,82,2014,,0,2,0,2
广东省,深圳市,龙华区,民治,天鸿公寓（樟坑二区2店）,龙华区民治大道樟坑二区6栋,社区,1,1.0,52000,80,2014,,0,1,0,1
广东省,深圳市,南山区,南头,祥云花园,深圳市南山区中园路,社区,3,3.0,45500,361,2002,,0,6,0,6
广东省,深圳市,龙华区,民治,春华四季园三期,龙华区民治街道民新社区民康路与华南路交叉口,社区,50,27.0,75790,3100,2006,沐足SPA,0,55,0,55
广东省,深圳市,龙岗区,布吉,布吉中心广场B座,龙岗区吉华路69号,社区,2,3.0,58500,968,1999,,0,6,0,6
广东省,深圳市,罗湖区,国贸,东方皇宫,罗湖区南湖路3030号,社区,2,2.0,58500,464,1990,,0,4,0,4
广东省,深圳市,福田区,皇岗,云顶翠峰三期,福田区福强路2016号,社区,4,4.0,101400,362,2005,,0,20,0,20
广东省,深圳市,宝安区,西乡,盛辉大丰C座公寓,宝安区安顺路65号,社区,1,1.0,65000,57,2003,,0,2,0,2
广东省,深圳市,宝安区,后瑞,金达花园,宝安区凯成一路,社区,4,7.0,62400,456,2005,,0,13,0,13
广东省,深圳市,龙岗区,布吉,诚信华庭,龙岗区布吉街道广场路1号,社区,3,3.0,48100,273,2006,,0,5,0,5
广东省,深圳市,福田区,上梅林,中国民生银行员工宿舍,福田区梅林路40号,社区,2,4.0,104000,96,1999,,0,4,0,4
广东省,深圳市,罗湖区,布心,东盛苑,罗湖区布心路2062号,社区,6,13.0,26000,182,1986,,0,26,0,26
广东省,深圳市,罗湖区,黄贝岭,外贸大院,罗湖区黄贝街道碧波社区爱国路3036号,社区,11,23.0,52000,420,1986,,0,23,0,23
广东省,深圳市,宝安区,沙井,星悦豪庭三期,宝安区上星路166号,社区,4,4.0,37700,328,2008,,0,6,0,6
广东省,深圳市,龙华区,大浪,天鸿公寓（浪口三区店）,龙华区大浪街道浪口三区49栋,社区,1,1.0,52000,62,2014,,0,2,0,2
广东省,深圳市,罗湖区,黄贝岭,景园大厦,罗湖区黄贝街道碧波社区爱国路3034号,社区,1,1.0,52000,264,1994,,0,2,0,2
