序号,行政区域,商圈,社区名称,楼盘性质,社区地址,媒体数量,媒体位置,道闸画面尺寸,灯箱显示画面尺寸,楼盘均价,交房时间,楼盘户数,楼盘居住总人数,日人流量,车位数,日车流量,禁忌行业
407,花都区,花都商圈,越秀·滨湖悦府,高档住宅,花都区新雅街凤凰南路,1,臻荣府（进口）,830*3618,440*920,27000.0,2023,2500,10000,15000,2500,15000,限制地产
408,花都区,花都商圈,越秀·滨湖悦府,高档住宅,花都区新雅街凤凰南路,1,臻荣府（出口）,830*3700,440*920,27000.0,2023,2500,10000,15000,2500,15000,限制地产
409,花都区,花都商圈,越秀·滨湖悦府,高档住宅,花都区新雅街凤凰南路,1,臻悦府（进口）,750*2800,440*920,27000.0,2023,2500,10000,15000,2500,15000,限制地产
410,花都区,花都商圈,越秀·滨湖悦府,高档住宅,花都区新雅街凤凰南路,1,臻悦府（出口）,750*2800,440*920,27000.0,2023,2500,10000,15000,2500,15000,限制地产
411,花都区,花都商圈,越秀·滨湖悦府,高档住宅,花都区新雅街凤凰南路,1,臻裕府（进口）,830*3700,440*920,27000.0,2023,2500,10000,15000,2500,15000,限制地产
412,花都区,花都商圈,越秀·滨湖悦府,高档住宅,花都区新雅街凤凰南路,1,臻裕府（出口）,830*3290,440*920,27000.0,2023,2500,10000,15000,2500,15000,限制地产
413,黄埔区,东区道商圈,东澳广场（出口）,商业广场、住宅,黄埔区东区东澳路19,1,出口,830*2634,480*845,25000.0,2004,450,1800,2700,230,1150,没有限制
414,黄埔区,东区道商圈,东澳广场（进口）,商业广场、住宅,黄埔区东区东澳路19,1,进口,830*3451,480*845,20000.0,2004,450,1800,2700,230,1150,没有限制
415,黄埔区,东区道商圈,东澳广场（外围）,商业广场、住宅,黄埔区东区东澳路19,1,混进混出,830*3637,480*845,20000.0,2004,450,1800,2700,230,1150,没有限制
416,黄埔区,丰乐北路商圈,东城华庭（A区）1,高档住宅,黄埔区丰乐北路,1,进口,830*3290,480*845,53000.0,2006,850,3400,5100,500,2500,没有限制
417,黄埔区,丰乐北路商圈,东城华庭（A区）2,高档住宅,黄埔区丰乐北路,1,出口,830*3536,480*845,53000.0,2006,850,3400,5100,500,2500,没有限制
418,黄埔区,丰乐北路商圈,东城华庭（B区）,高档住宅,黄埔区丰乐北路,1,进口,830*2716,480*845,53000.0,2006,850,3400,5100,500,2500,没有限制
419,黄埔区,丰乐北路商圈,东城华庭（B区）,高档住宅,黄埔区丰乐北路,1,出口,830*2716,480*845,53000.0,2006,850,3400,5100,500,2500,没有限制
420,黄埔区,丰乐北路商圈,东城华庭（C栋广场广场门口）,商业广场,黄埔区丰乐北路,1,出口,830*2880,410*780,53000.0,2006,850,3400,5100,500,2500,没有限制
421,黄埔区,丰乐北路商圈,东城华庭（C区）,高档住宅,黄埔区丰乐北路,1,C栋大门口（混进混出）,830*3700,480*845,53000.0,2006,850,3400,5100,500,2500,没有限制
422,黄埔区,丰乐北路商圈,东城华庭（灯箱）,高档住宅,黄埔区丰乐北路,1,出口,750*2800,440*920,53000.0,2006,850,3400,5100,500,2500,没有限制
423,黄埔区,丰乐北路商圈,东城华庭（灯箱）,高档住宅,黄埔区丰乐北路,1,进口,750*2800,440*920,53000.0,2006,850,3400,5100,500,2500,没有限制
424,黄埔区,丰乐北路商圈,东城华庭（商业广场门口）,商业广场,黄埔区丰乐北路,1,护林路商业街（混进混出）,830*3290,480*845,53000.0,2006,850,3400,5100,500,2500,没有限制
425,黄埔区,丰乐北路商圈,东城华庭（商业广场门口）,商业广场,黄埔区丰乐北路,1,B栋商业街后门（进口）,830*3536,480*845,53000.0,2006,850,3400,5100,500,2500,没有限制
426,黄埔区,丰乐北路商圈,东城华庭（泰景门口）,商业广场,黄埔区丰乐北路,1,护林路商业街（混进混出）,830*3536,480*845,53000.0,2006,850,3400,5100,500,2500,没有限制
427,黄埔区,丰乐北路商圈,泰景花园（商业广场门口）1,商业广场,黄埔区丰乐北路,1,对开1,830*2470,480*845,42000.0,2000,1500,6000,8000,850,4250,没有限制
428,黄埔区,丰乐北路商圈,泰景花园（商业广场门口）2,商业广场,黄埔区丰乐北路,1,对开2,830*2790,480*845,42000.0,2000,1500,6000,8000,850,4250,没有限制
429,黄埔区,凤凰城商圈,合生·湖山国际（六期）,高档住宅,广园快速路（凤凰城旁）,1,进口,750*2800,440*920,25000.0,2006,8500,34000,51000,8000,40000,限制地产
430,黄埔区,凤凰城商圈,合生·湖山国际（六期）,高档住宅,广园快速路（凤凰城旁）,1,出口,750*2800,440*920,25000.0,2006,8500,34000,51000,8000,40000,限制地产
431,黄埔区,凤凰城商圈,合生·湖山国际（南门）,高档住宅,广园快速路（凤凰城旁）,1,进口,750*2800,440*920,25000.0,2006,8500,34000,51000,8000,40000,限制地产
432,黄埔区,凤凰城商圈,合生·湖山国际（南门）,高档住宅,广园快速路（凤凰城旁）,1,出口,750*2800,440*920,25000.0,2006,8500,34000,51000,8000,40000,限制地产
433,黄埔区,凤凰城商圈,合生·湖山国际（一、二期大门）,高档住宅,广园快速路（凤凰城旁）,1,进口,830*2880,440*920,25000.0,2006,8500,34000,51000,8000,40000,限制地产
434,黄埔区,凤凰城商圈,合生·湖山国际（一、二期大门）,高档住宅,广园快速路（凤凰城旁）,1,出口,830*3044,440*920,25000.0,2006,8500,34000,51000,8000,40000,限制地产
435,黄埔区,凤凰城商圈,合生·湖山国际商业街,商业,广园快速路（凤凰城旁）,1,混进混出,750*2800,440*920,25000.0,2006,8500,34000,51000,8000,40000,限制地产
436,黄埔区,凤凰城商圈,紫云山庄,别墅、高尔夫球场,广园快速路（凤凰城旁）,1,出口,830*3208,480*845,50000.0,1995,450,1800,2700,450,2250,没有限制
437,黄埔区,凤凰城商圈,紫云山庄,别墅、高尔夫球场,广园快速路（凤凰城旁）,1,进口,830*3290,480*845,50000.0,1995,450,1800,2700,450,2250,没有限制
438,黄埔区,黄埔东路商圈,丽枫酒店（石化路店）,综合商业,黄埔区石化路10号,1,进口2,830*2388,480*845,,/,600,2400,3600,500,2500,没有限制
439,黄埔区,黄埔东路商圈,丽枫酒店（石化路店）,综合商业,黄埔区石化路8号,1,进口1,830*2716,480*845,,/,600,2400,3600,500,2500,没有限制
440,黄埔区,黄埔东路商圈,丽枫酒店（石化路店）,综合商业,黄埔区石化路9号,1,出口,830*3290,480*845,,/,600,2400,3600,500,2500,没有限制
441,黄埔区,黄埔东路商圈,荔景园,高档住宅,黄埔区中山大道东506号,1,混进混出,830*3700,480*845,38000.0,1999,450,1800,2700,300,1500,没有限制
442,黄埔区,黄埔东路商圈,怡港花园,高档住宅,黄埔区黄埔东路188号,1,小区大门进口,830*3290,480*845,45000.0,1999,2800,11200,16800,1300,6500,没有限制
443,黄埔区,黄埔东路商圈,怡港花园,高档住宅,黄埔区黄埔东路188号,1,小区大门出口,830*3372,480*845,45000.0,1999,2800,11200,16800,1300,6500,没有限制
444,黄埔区,黄埔东路商圈,怡港花园,高档住宅,黄埔区黄埔东路188号,1,外面大门进口,750*3000,440*920,45000.0,1999,2800,11200,16800,1300,6500,没有限制
445,黄埔区,黄埔东路商圈,怡港花园,高档住宅,黄埔区黄埔东路188号,1,外面大门出口,750*3000,440*920,45000.0,1999,2800,11200,16800,1300,6500,没有限制
446,黄埔区,黄埔东路商圈,怡港花园（南门）,高档住宅,黄埔区黄埔东路188号,1,混进混出,830*2880,410*780,45000.0,1999,2800,11200,16800,1300,6500,没有限制
447,黄埔区,黄埔商圈,富力新城,高档住宅,黄埔区笔村大路85号,1,出口,830*2790,440*920,40000.0,2022,1800,7200,9000,1800,10000,限制地产
448,黄埔区,黄埔商圈,富力新城,高档住宅,黄埔区笔村大路85号,1,进口,830*2790,440*920,40000.0,2022,1800,7200,9000,1800,10000,限制地产
449,黄埔区,黄埔商圈,荔香花园,商住楼,黄埔区荔香路,1,混进混出,830*3700,480*845,33000.0,1998,660,2640,3960,320,1600,限制地产
450,黄埔区,黄埔商圈,荔园小区,大型住宅,黄埔区中山大道东路499号,1,出口,750*2800,440*920,30000.0,1997,1200,4800,6000,800,4000,没有限制
451,黄埔区,黄埔商圈,荔园小区,大型住宅,黄埔区中山大道东路498号,1,进口,750*2800,440*920,30000.0,1997,1200,4800,6000,800,4000,没有限制
452,黄埔区,黄埔商圈,荔园小区,大型住宅,黄埔区中山大道东路499号,1,混进混出,830*3700,480*845,30000.0,1997,1200,4800,6000,800,4000,没有限制
453,黄埔区,黄埔商圈,丰逸尚居,高档住宅,黄埔区广新路688号,1,混进混出,750*3000,443*1003,40000.0,2012,800,4000,4800,500,3000,没有限制
454,黄埔区,鱼珠商圈,红树湾家具博览中心,写字楼、综合商业,广州市中山大道东路280号,1,出口(黄埔大道大门）,750*2800,440*920,,/,1500,6000,7500,1000,6000,限制家具
455,黄埔区,鱼珠商圈,红树湾家具博览中心,写字楼、综合商业,广州市中山大道东路280号,1,出口(中山大道大门）,750*2800,440*920,,/,1500,6000,7500,1000,6000,限制家具
456,黄埔区,鱼珠商圈,红树湾家具博览中心,写字楼、综合商业,广州市中山大道东路280号,1,进口(黄埔大道大门）,750*2800,440*920,,/,1500,6000,7500,1000,6000,限制家具
457,黄埔区,鱼珠商圈,红树湾家具博览中心,写字楼、综合商业,广州市中山大道东路280号,1,进口(中山大道大门）,750*2800,440*920,,/,1500,6000,7500,1000,6000,限制家具
458,黄埔区,鱼珠商圈,天虹花园,住宅,黄埔区中山大道东189号,1,混进混出,750*3000,443*1003,30000.0,2006,650,2800,3500,400,2400,没有限制
459,黄埔区,开发区商圈,边检大楼,写字楼,黄埔区港前路,1,混进混出,830*2634,410*780,,/,500,2000,3000,400,2000,没有限制
460,黄埔区,开发区商圈,越伟商务中心,写字楼,广州经济技术开发区志诚大道341号,1,混进混出,830*3700,480*845,,/,550,2200,3300,400,2000,没有限制
461,黄埔区,萝岗商圈,保利·爱特城（北区）,高档住宅,黄埔区云埔一路文宝街3号,1,出口1,830*2552,410*780,33000.0,2012,5500,22000,33000,3500,17500,限制地产
462,黄埔区,萝岗商圈,保利·爱特城（北区）,高档住宅,黄埔区云埔一路文宝街3号,1,出口2,830*2552,410*780,33000.0,2012,5500,22000,33000,3500,17500,限制地产
463,黄埔区,萝岗商圈,保利·爱特城（北区）东门,高档楼盘,黄埔区云埔一路文宝街3号,1,进口2,830*2880,480*845,33000.0,2012,5500,22000,33000,3500,17500,限制地产
464,黄埔区,萝岗商圈,保利·爱特城（北区）东门,高档楼盘,黄埔区云埔一路文宝街3号,1,进口1,830*3126,480*845,33000.0,2012,5500,22000,33000,3500,17500,限制地产
465,黄埔区,萝岗商圈,保利·爱特城（北区）南门,高档住宅,黄埔区云埔一路文宝街3号,1,出口,830*2060,410*780,33000.0,2012,5500,22000,33000,3500,17500,限制地产
466,黄埔区,萝岗商圈,保利·爱特城（北区）南门,高档住宅,黄埔区云埔一路文宝街3号,1,进口,830*2060,410*780,33000.0,2012,5500,22000,33000,3500,17500,限制地产
467,黄埔区,萝岗商圈,保利·爱特城（南区）,高档楼盘,黄埔区云埔一路文宝街3号,1,出口,830*3637,480*845,33000.0,2012,5500,22000,33000,3500,17500,限制地产
468,黄埔区,萝岗商圈,保利·爱特城（南区）,高档住宅,黄埔区云埔一路文宝街3号,1,进口,830*3372,480*845,33000.0,2012,5500,22000,33000,3500,17500,限制地产
469,黄埔区,萝岗商圈,保利·爱特城（南区）,高档楼盘,黄埔区云埔一路文宝街3号,1,进口,830*3637,480*845,33000.0,2012,5500,22000,33000,3500,17500,限制地产
470,黄埔区,萝岗商圈,保利·爱特城（南区后门）,高档楼盘,黄埔区云埔一路文宝街3号,1,出口,830*3700,440*920,33000.0,2012,5500,22000,33000,3500,17500,限制地产
471,黄埔区,萝岗商圈,保利·林语山庄（大门）,别墅、高档住宅,黄埔区广州科学城开创大道与科翔路交汇处,1,大门进口1,750*2800,440*920,53000.0,2008,1600,6500,8200,1500,9000,限制地产
472,黄埔区,萝岗商圈,保利·林语山庄（大门）,别墅、高档住宅,黄埔区广州科学城开创大道与科翔路交汇处,1,大门进口2,750*3000,440*920,53000.0,2008,1600,6500,8200,1500,9000,限制地产
473,黄埔区,萝岗商圈,保利·林语山庄（大门）,别墅、高档住宅,黄埔区广州科学城开创大道与科翔路交汇处,1,大门出口1,750*2800,440*920,53000.0,2008,1600,6500,8200,1500,9000,限制地产
474,黄埔区,萝岗商圈,保利·林语山庄（大门）,别墅、高档住宅,黄埔区广州科学城开创大道与科翔路交汇处,1,大门出口1,750*3000,440*920,53000.0,2008,1600,6500,8200,1500,9000,限制地产
475,黄埔区,萝岗商圈,保利·林语山庄（西门）,别墅、高档住宅,黄埔区广州科学城开创大道与科翔路交汇处,1,西门混进混出1,830*2224,440*920,53000.0,2008,1600,6500,8200,1500,9000,限制地产
476,黄埔区,萝岗商圈,保利·林语山庄（西门）,别墅、高档住宅,黄埔区广州科学城开创大道与科翔路交汇处,1,西门混进混出2,830*2224,440*920,53000.0,2008,1600,6500,8200,1500,9000,限制地产
477,黄埔区,萝岗商圈,保利·罗兰国际（三期）,高档住宅,黄埔区萝岗街道开创大道（保利罗兰国际）,1,出口,830*3208,480*845,50000.0,2013,4500,18000,27000,3200,16000,限制地产
478,黄埔区,萝岗商圈,保利·罗兰国际（三期）,高档住宅,黄埔区萝岗街道开创大道（保利罗兰国际）,1,进口,830*3208,480*845,50000.0,2013,4500,18000,27000,3200,16000,限制地产
479,黄埔区,萝岗商圈,保利·罗兰国际（三期）,高档住宅,黄埔区萝岗街道开创大道（保利罗兰国际）,1,进口,750*2800,560*1125,50000.0,2013,4500,18000,27000,3200,16000,限制地产
480,黄埔区,萝岗商圈,保利·罗兰国际（一期商业广场）,高档住宅,黄埔区萝岗街道开创大道（保利罗兰国际）,1,出口,830*3290,440*920,50000.0,2013,4500,18000,27000,3200,16000,限制地产
481,黄埔区,萝岗商圈,保利·罗兰国际（一期商业广场）,高档住宅,黄埔区萝岗街道开创大道（保利罗兰国际）,1,进口,830*3618,440*920,50000.0,2013,4500,18000,27000,3200,16000,限制地产
482,黄埔区,萝岗商圈,保利·香雪山花园（别墅区东门）,别墅,黄埔区科学城水西环路,1,进口,830*3290,410*780,80000.0,2009,300,1400,2100,300,1500,限制地产
483,黄埔区,萝岗商圈,保利·香雪山花园（别墅区东门）,别墅,黄埔区科学城水西环路,1,出口,830*3536,410*780,80000.0,2009,300,1400,2100,300,1500,限制地产
484,黄埔区,萝岗商圈,保利·香雪山花园（别墅区西门）,别墅,黄埔区科学城水西环路,1,进口,830*3536,410*780,80000.0,2009,300,1400,2100,300,1500,限制地产
485,黄埔区,萝岗商圈,保利·香雪山花园（别墅区西门）,别墅,黄埔区科学城水西环路,1,出口,830*3536,410*780,80000.0,2009,300,1400,2100,300,1500,限制地产
486,黄埔区,萝岗商圈,保利·香雪山花园（洋房区）,高档住宅,黄埔区科学城水西环路,1,出口,830*3290,480*845,52000.0,2009,1200,4800,7200,900,45000,限制地产
487,黄埔区,萝岗商圈,保利·香雪山花园（洋房区）,高档住宅,黄埔区科学城水西环路,1,进口,830*3290,480*845,52000.0,2009,1200,4800,7200,900,45000,限制地产
488,黄埔区,萝岗商圈,保利·香雪山花园商业街,综合商业,黄埔区科学城水西环路,1,出口,830*2707,410*780,52000.0,2009,1200,4800,7200,900,45000,限制地产
489,黄埔区,萝岗商圈,保利·香雪山花园商业街,综合商业,黄埔区科学城水西环路,1,进口,830*2800,410*780,52000.0,2009,1200,4800,7200,900,45000,限制地产
490,黄埔区,萝岗商圈,科城山庄（A区）,高档楼盘,黄埔区长岭街道水西社区峻福路56号,1,进口,830*2880,480*845,58000.0,2012,1200,4800,7200,900,4500,没有限制
491,黄埔区,萝岗商圈,科城山庄（A区）,高档楼盘,黄埔区长岭街道水西社区峻福路56号,1,出口,830*2880,480*845,58000.0,2012,1200,4800,7200,900,4500,没有限制
492,黄埔区,萝岗商圈,科城山庄（B区）,高档楼盘,黄埔区长岭街道水西社区峻福路56号,1,进口,830*3126,480*845,58000.0,2012,1200,4800,7200,900,4500,没有限制
493,黄埔区,萝岗商圈,科城山庄（B区）,高档楼盘,黄埔区长岭街道水西社区峻福路56号,1,出口,830*3126,480*845,58000.0,2012,1200,4800,7200,900,4500,没有限制
494,黄埔区,萝岗商圈,龙湖·揽境,高档楼盘,黄埔区永顺大道龙湖·揽境,1,进口,830*3700,440*920,35000.0,2022,800,3200,4000,800,4800,限制地产
